1.000000000000e-03	-3.197442310920e-14
1.000000147285e-03	-1.087197887273e-09
1.000000441856e-03	-8.006459495391e-09
1.000001030996e-03	-7.552851144510e-08
1.000001846231e-03	-3.387858420467e-07
1.000003122654e-03	-1.088672902938e-06
1.000004659916e-03	-2.272500040590e-06
1.000007734440e-03	-4.917448976016e-06
1.000010000000e-03	-6.940424430724e-06
1.000010385988e-03	-7.283373861355e-06
1.000011157964e-03	-7.963050215665e-06
1.000012701915e-03	-9.273584165470e-06
1.000015789818e-03	-1.158133126467e-05
1.000021965624e-03	-1.407145261112e-05
1.000031965624e-03	-8.408372728752e-06
1.000041965624e-03	1.418365507888e-05
1.000051965624e-03	5.863746163470e-05
1.000061965624e-03	1.288663348546e-04
1.000071965624e-03	2.278015383723e-04
1.000081965624e-03	3.577437850311e-04
1.000091965624e-03	5.203936735647e-04
1.000101965624e-03	7.171766098182e-04
1.000111965624e-03	9.493915709839e-04
1.000121965624e-03	1.218948469113e-03
1.000131965624e-03	1.529995311763e-03
1.000141965624e-03	1.889573765268e-03
1.000151965624e-03	2.314505001525e-03
1.000161965624e-03	2.869490623265e-03
1.000171965624e-03	3.595238812885e-03
1.000181965624e-03	4.499803189695e-03
1.000191965624e-03	5.575170666415e-03
1.000201965624e-03	6.814684116978e-03
1.000211965624e-03	8.209403048149e-03
1.000221965624e-03	9.755456466600e-03
1.000231965624e-03	1.144721651491e-02
1.000241965624e-03	1.328313695459e-02
1.000251965624e-03	1.525948345774e-02
1.000261965624e-03	1.737579881228e-02
1.000271965624e-03	1.962929898506e-02
1.000281965624e-03	2.201946342411e-02
1.000291965624e-03	2.454680053825e-02
1.000301965624e-03	2.720895736553e-02
1.000311965624e-03	3.000407832038e-02
1.000321965624e-03	3.293260406878e-02
1.000331965624e-03	3.599260868858e-02
1.000341965624e-03	3.918471706552e-02
1.000351965624e-03	4.250703986709e-02
1.000361965624e-03	4.596024982697e-02
1.000371965624e-03	4.954253332804e-02
1.000381965624e-03	5.325455650717e-02
1.000391965624e-03	5.709459543278e-02
1.000401965624e-03	6.106328377826e-02
1.000411965624e-03	6.515898861700e-02
1.000421965624e-03	6.938230027325e-02
1.000431965624e-03	7.373167209089e-02
1.000441965624e-03	7.820764792149e-02
1.000451965624e-03	8.280876005668e-02
1.000461965624e-03	8.753550663682e-02
1.000471965624e-03	9.238649079316e-02
1.000481965624e-03	9.736216749881e-02
1.000491965624e-03	1.024612027486e-01
1.000501965624e-03	1.076840115702e-01
