1.000000000000e-03	-5.329070518201e-14
1.000000149805e-03	-4.140439102684e-10
1.000000449416e-03	-2.880668148464e-09
1.000001048637e-03	-2.645197838547e-08
1.000001881775e-03	-1.270672242981e-07
1.000003146551e-03	-4.667272186509e-07
1.000004720051e-03	-1.197765854499e-06
1.000007867050e-03	-3.544924613408e-06
1.000010000000e-03	-5.725247980592e-06
1.000010432452e-03	-6.225816132854e-06
1.000011297356e-03	-7.256991459315e-06
1.000013027163e-03	-9.488752748865e-06
1.000016486779e-03	-1.451936409325e-05
1.000023406010e-03	-2.609704536027e-05
1.000033406010e-03	-4.410601799876e-05
1.000043406010e-03	-6.082517091599e-05
1.000053406010e-03	-7.366677262866e-05
1.000063406010e-03	-8.069753753759e-05
1.000073406010e-03	-8.049317620973e-05
1.000083406010e-03	-7.200206201574e-05
1.000093406010e-03	-5.446781242924e-05
1.000103406010e-03	-2.710851038401e-05
1.000113406010e-03	1.374690752698e-05
1.000123406010e-03	1.152884211315e-04
1.000133406010e-03	7.248301788358e-04
1.000143406010e-03	2.945884983937e-03
1.000153406010e-03	7.288911417302e-03
1.000163406010e-03	1.383633732470e-02
1.000172906010e-03	2.206840585152e-02
1.000182906010e-03	3.274176566442e-02
1.000192906010e-03	4.535512146726e-02
1.000202906010e-03	5.972449564159e-02
1.000212906010e-03	7.565476182227e-02
1.000222906010e-03	9.293843268532e-02
1.000232906010e-03	1.113646553620e-01
1.000242906010e-03	1.307293774913e-01
1.000252906010e-03	1.508448230908e-01
1.000262906010e-03	1.715773667360e-01
1.000272906010e-03	1.927988692702e-01
1.000282906010e-03	2.145040783197e-01
1.000292906010e-03	2.368370921981e-01
1.000302906010e-03	2.603648015246e-01
1.000312906010e-03	2.870172773154e-01
1.000322906010e-03	3.269698384609e-01
1.000331778238e-03	3.830948815555e-01
1.000334817145e-03	3.964883926449e-01
1.000338115075e-03	4.110144061996e-01
1.000342471078e-03	4.287382711320e-01
1.000350747483e-03	4.580947651029e-01
1.000360747483e-03	4.887629106367e-01
1.000370747483e-03	5.161427978472e-01
1.000380747483e-03	5.419015418052e-01
1.000390747483e-03	5.665410211249e-01
1.000400747483e-03	5.903150880513e-01
1.000410747483e-03	6.133688856195e-01
1.000420747483e-03	6.357916449028e-01
1.000430747483e-03	6.576501159700e-01
1.000440747483e-03	6.789944130635e-01
1.000450747483e-03	6.998696244704e-01
1.000460747483e-03	7.203122544462e-01
1.000470747483e-03	7.403574169174e-01
1.000480747483e-03	7.600336510829e-01
1.000490747483e-03	7.793691552103e-01
1.000500747483e-03	7.983864603012e-01
1.000510747483e-03	8.171083421575e-01
1.000520747483e-03	8.355525938831e-01
1.000530747483e-03	8.537377153738e-01
1.000540747483e-03	8.716778033777e-01
1.000550747483e-03	8.893880316756e-01
1.000560747483e-03	9.068796512524e-01
1.000570747483e-03	9.241652696676e-01
1.000580747483e-03	9.412539579695e-01
1.000590747483e-03	9.581563418666e-01
1.000600747483e-03	9.748798163060e-01
1.000610747483e-03	9.914334628124e-01
1.000620747483e-03	1.007823373937e+00
1.000630747483e-03	1.024057410503e+00
1.000640747483e-03	1.040140637641e+00
1.000650747483e-03	1.056079933938e+00
1.000660747483e-03	1.071879539618e+00
1.000670747483e-03	1.087545527703e+00
1.000680747483e-03	1.103081463707e+00
1.000690747483e-03	1.118492747221e+00
1.000700747483e-03	1.133782381559e+00
1.000710747483e-03	1.148955192827e+00
1.000720747483e-03	1.164013707299e+00
1.000730747483e-03	1.178962253981e+00
1.000740747483e-03	1.193802947110e+00
1.000750247483e-03	1.207805501339e+00
1.000760247483e-03	1.222445446579e+00
1.000770247483e-03	1.236985683281e+00
1.000780247483e-03	1.251429105128e+00
1.000790247483e-03	1.265777865290e+00
1.000800247483e-03	1.280034007745e+00
1.000810247483e-03	1.294199422348e+00
1.000820247483e-03	1.308275873982e+00
1.000830247483e-03	1.322264977140e+00
1.000840247483e-03	1.336168225408e+00
1.000850247483e-03	1.349986968891e+00
1.000860247483e-03	1.363722443384e+00
1.000870247483e-03	1.377375749588e+00
1.000880247483e-03	1.390947882516e+00
1.000890247483e-03	1.404439713064e+00
1.000900247483e-03	1.417852019009e+00
1.000910247483e-03	1.431185470439e+00
1.000920247483e-03	1.444440664470e+00
1.000930247483e-03	1.457618117011e+00
1.000940247483e-03	1.470718304222e+00
1.000950247483e-03	1.483741664026e+00
1.000960247483e-03	1.496688648172e+00
1.000970247483e-03	1.509559737477e+00
1.000980247483e-03	1.522355508302e+00
1.000990247483e-03	1.535076664435e+00
1.001000247483e-03	1.547724119131e+00
1.001010247483e-03	1.560299041584e+00
1.001020247483e-03	1.572802947603e+00
1.001030247483e-03	1.585237746970e+00
1.001040247483e-03	1.597605820653e+00
1.001050247483e-03	1.609910037765e+00
1.001060247483e-03	1.622153780159e+00
1.001070247483e-03	1.634340886172e+00
1.001080247483e-03	1.646475584086e+00
1.001090247483e-03	1.658562339350e+00
1.001100247483e-03	1.670605700496e+00
1.001110247483e-03	1.682610088399e+00
1.001120247483e-03	1.694579628125e+00
1.001130247483e-03	1.706517977303e+00
1.001140247483e-03	1.718428243796e+00
1.001150247483e-03	1.730312931468e+00
1.001160247483e-03	1.742173981352e+00
1.001170247483e-03	1.754012825198e+00
1.001180247483e-03	1.765830500721e+00
1.001190247483e-03	1.777627741158e+00
1.001200247483e-03	1.789405090629e+00
1.001210247483e-03	1.801162969411e+00
1.001220247483e-03	1.812901751003e+00
1.001230247483e-03	1.824621786930e+00
1.001240247483e-03	1.836323446795e+00
1.001250247483e-03	1.848007114552e+00
1.001260247483e-03	1.859673207810e+00
1.001270247483e-03	1.871322161550e+00
1.001280247483e-03	1.882954439951e+00
1.001290247483e-03	1.894570517226e+00
1.001300247483e-03	1.906170888321e+00
1.001310247483e-03	1.917756050546e+00
1.001320247483e-03	1.929326515012e+00
1.001330247483e-03	1.940882789764e+00
1.001340247483e-03	1.952425392030e+00
1.001350247483e-03	1.963954832626e+00
1.001360247483e-03	1.975471628700e+00
1.001370247483e-03	1.986976289066e+00
1.001380247483e-03	1.998469327143e+00
1.001390247483e-03	2.009951246963e+00
1.001400247483e-03	2.021422556140e+00
1.001410247483e-03	2.032883752372e+00
1.001420247483e-03	2.044335336337e+00
1.001430247483e-03	2.055777798605e+00
1.001440247483e-03	2.067211632380e+00
1.001450247483e-03	2.078637320775e+00
1.001460247483e-03	2.090055349366e+00
1.001470247483e-03	2.101466193783e+00
1.001480247483e-03	2.112870332056e+00
1.001490247483e-03	2.124268232498e+00
1.001500247483e-03	2.135660365840e+00
1.001510247483e-03	2.147047193383e+00
1.001520247483e-03	2.158429178904e+00
1.001530247483e-03	2.169806777067e+00
1.001540247483e-03	2.181180445117e+00
1.001550247483e-03	2.192550631519e+00
1.001560247483e-03	2.203917787438e+00
1.001570247483e-03	2.215282355612e+00
1.001580247483e-03	2.226644781612e+00
1.001590247483e-03	2.238005502936e+00
1.001600247483e-03	2.249364960059e+00
1.001610247483e-03	2.260723585741e+00
1.001620247483e-03	2.272081815863e+00
1.001630247483e-03	2.283440078947e+00
1.001640247483e-03	2.294798806789e+00
1.001650247483e-03	2.306158424178e+00
1.001660247483e-03	2.317519359325e+00
1.001670247483e-03	2.328882033784e+00
1.001680247483e-03	2.340246872677e+00
1.001690247483e-03	2.351614294817e+00
1.001700247483e-03	2.362984722739e+00
1.001710247483e-03	2.374358572999e+00
1.001720247483e-03	2.385736266022e+00
1.001730247483e-03	2.397118216594e+00
1.001740247483e-03	2.408504843514e+00
1.001750247483e-03	2.419896560270e+00
1.001760247483e-03	2.431293784512e+00
1.001770247483e-03	2.442696928898e+00
1.001780247483e-03	2.454106410396e+00
1.001790247483e-03	2.465522641303e+00
1.001800247483e-03	2.476946038366e+00
1.001810247483e-03	2.488377013982e+00
1.001820247483e-03	2.499815985140e+00
